x,y,size_bin,300x_bin,TR_cnt_bin,clusterLabel,PC-1,Size
-6.4315619228802285,9.410563880412443,100-299,250-500,,14,368,250
1.3704933940592896,10.3655959684217,50-99,0-50,0-1,10,9,66
4.415080301471829,-3.56808365700757,20-49,100-250,0-1,23,201,40
-7.9145516726122835,-13.797376582008052,500-999,250-500,0-1,5,348,864
5.66777073751333,3.1386461416245313,300-399,250-500,0-1,7,442,322
13.16245971838,3.398068980207925,500-999,250-500,2-3,63,278,757
3.793789470480852,-0.3665244365103028,20-49,250-500,,23,287,35
-12.805671058113925,-5.11416099150769,20-49,50-100,0-1,4,86,22
-13.757698257216305,-3.4630976466378285,20-49,0-50,0-1,4,38,37
0.6693040289694624,14.042868674313885,100-299,,0-1,-1,0,256
12.55394727612759,1.020980753343679,500-999,100-250,0-1,12,138,713
-12.578759966282473,-5.043815941710977,20-49,50-100,,4,90,27
-2.9437638046058203,-13.06268042504493,50-99,0-50,,-1,22,51
-10.540631939444797,-2.961699467605391,20-49,0-50,0-1,4,31,41
-10.02691022156064,4.546809709886446,100-299,0-50,,29,3,133
2.2264624922103957,-11.558163669455034,20-49,50-100,0-1,-1,90,31
0.8800272510364214,5.718292860137753,100-299,0-50,0-1,35,1,275
-10.01354137675872,-4.890073630561921,20-49,100-250,0-1,-1,123,21
-5.173277536037007,-1.1059106637116602,100-299,0-50,1-2,22,9,131
6.123879249228489,-12.36193514553133,50-99,100-250,0-1,2,152,55
2.057302800286164,-4.439454336921755,20-49,100-250,0-1,24,108,33
5.4776069600098225,-12.708644889252541,20-49,50-100,0-1,2,64,28
-7.863392248032401,7.947866646202627,50-99,250-500,0-1,14,261,86
5.14447536833512,2.028677837848977,300-399,250-500,1-2,7,365,319
-8.833204859897332,-5.906456509742417,20-49,50-100,0-1,34,100,27
12.568536278599286,1.4794683319613482,100-299,250-500,3-4,12,343,104
1.9993101364928323,-14.212361484642079,20-49,100-250,0-1,37,145,29
2.099150992547478,1.1387107985298908,20-49,100-250,0-1,11,142,22
7.03812776805185,-4.07468370529813,20-49,100-250,,-1,151,25
-5.715550919066031,-7.631424591518585,,50-100,0-1,-1,68,20
14.365468134791787,1.8584020824164447,20-49,100-250,0-1,12,142,23
6.74654118376275,-14.69838696254641,20-49,100-250,,2,152,31
2.691308199990846,10.17727680894858,20-49,0-50,,10,3,26
7.912418143607783,-1.8201059469971117,20-49,100-250,1-2,-1,140,33
2.7557622157025485,-5.4178678649346805,20-49,100-250,,54,246,30
2.926888703221531,6.8050847940195,20-49,0-50,0-1,20,3,23
13.04341077390189,0.20133903673376943,20-49,100-250,0-1,12,124,24
-6.43397449539758,9.32008032549798,300-399,250-500,0-1,14,440,316
-7.621144728911711,-11.77832038643122,400-499,100-250,0-1,6,195,465
6.090635639490512,4.448362503820226,300-399,500-1000,0-1,7,519,309
-5.152487504554477,1.333712211679528,50-99,0-50,0-1,26,3,81
-7.299540461964047,-10.966903930671354,20-49,50-100,0-1,6,83,22
7.55362496567715,6.652159160675321,1000-5999,250-500,3-4,1,344,2694
-8.215822108276976,-2.372325329664264,20-49,50-100,0-1,18,91,22
13.659644772513428,-0.7928715904433576,,100-250,0-1,12,115,20
2.482018159555635,10.88983580295853,50-99,0-50,,10,1,57
7.540326125899942,-15.166271117067105,20-49,50-100,,-1,99,37
-7.468075055740214,8.123531395146491,20-49,100-250,0-1,14,211,31
-4.482652707979624,-11.984129507346617,300-399,100-250,,-1,140,322
-3.0938449720181236,13.607140211696292,,,0-1,0,0,2
8.02308349252794,7.02279205137061,1000-5999,500-1000,10-20,1,631,5914
-2.848050883203984,13.83697041331087,50-99,,0-1,0,0,92
8.193836819862286,-12.070072485598395,20-49,50-100,0-1,62,75,28
4.388984613604559,-3.584676057639972,50-99,100-250,0-1,23,214,52
8.03244253965236,7.0289293210223045,1000-5999,250-500,5-10,1,469,4291
-10.556039860782416,-4.826305390784377,20-49,50-100,0-1,4,95,21
-1.3690286000275103,9.785229699624155,100-299,0-50,,9,5,181
-9.432685547774918,1.427869534087744,6000+,250-500,5-10,13,354,6052
7.866924472402696,6.8928897791023935,1000-5999,500-1000,5-10,1,619,2588
2.0454501045317044,-3.0899252396121426,20-49,50-100,0-1,23,73,47
-1.4833137413736464,6.634252345626563,20-49,0-50,0-1,-1,42,22
-9.76982288151119,6.079076185166663,20-49,,,29,0,39
-13.235668027541683,4.424306029588035,100-299,100-250,0-1,8,179,110
-1.1972754118995934,5.80486507563905,50-99,0-50,,-1,18,76
1.4965076094766248,-14.109792996578163,20-49,50-100,0-1,37,94,25
-2.1022466834454194,-5.760170080867927,50-99,50-100,0-1,27,65,52
-2.612585380631983,7.777493389827547,20-49,0-50,,19,24,32
-7.225016322411403,8.327816106744288,50-99,100-250,0-1,14,246,100
1.0248831922397406,-10.03957297497447,20-49,0-50,0-1,-1,19,36
-4.2379531274208695,1.0909859080859858,100-299,50-100,,26,88,168
8.067830829381597,0.9785197966302568,300-399,250-500,0-1,38,383,325
14.47804398887231,1.9884133184184736,50-99,100-250,,12,111,80
6.667472806825168,-12.774608586325268,20-49,100-250,0-1,2,126,22
-9.190672334206049,5.1576264372721,400-499,,,-1,0,454
7.22477522204488,0.41876409529080777,300-399,500-1000,0-1,38,526,312
-5.55711918946284,4.750949462207528,20-49,100-250,,30,246,40
4.494325196898882,-13.423729694818448,20-49,50-100,0-1,2,76,50
2.086247464234849,-13.858185122440174,50-99,50-100,0-1,37,97,86
-3.233644201226572,16.04512587905174,20-49,,,0,0,35
13.851095655472575,1.5622420426516443,50-99,50-100,0-1,12,75,65
-8.963421465998133,-2.4434204664978325,,50-100,0-1,18,67,20
-1.8601326240133036,-0.3935913717585378,50-99,50-100,,-1,72,71
-14.353363684645494,-5.31115784470322,20-49,50-100,,4,64,29
-11.385261763150158,-4.234586415224204,20-49,50-100,0-1,4,95,21
-5.006145324634954,-2.2858751982153414,20-49,0-50,0-1,-1,2,41
-7.999846432496465,-5.292920601336007,20-49,50-100,0-1,34,63,22
9.465769241247994,-7.589982828539722,300-399,250-500,1-2,44,275,337
13.275801580911814,1.5505065552142185,20-49,100-250,,12,153,28
-13.410741086004084,2.8549873181585386,100-299,250-500,1-2,8,489,298
-11.59737763533252,-0.34425155225912996,100-299,250-500,0-1,25,255,290
6.3781695760930965,-11.248913548717644,,50-100,0-1,2,70,20
7.157298966820873,-11.392901436889572,,100-250,0-1,2,161,20
7.585263796730673,2.415377795404967,100-299,250-500,0-1,7,445,253
10.231884791419674,-8.7313708272633,300-399,250-500,0-1,32,268,325
-7.250459066239388,-10.573722386856256,50-99,50-100,0-1,6,93,64
6.16256780689937,-14.891531257909064,20-49,100-250,,2,161,25
0.3432862682495888,9.353946684533243,20-49,0-50,0-1,10,2,46
-5.477681549806087,-13.108289584242376,300-399,100-250,0-1,-1,216,309
-5.482010526646169,-13.108309867657972,300-399,100-250,0-1,-1,225,311
-5.478724096977696,-13.107866904727008,300-399,100-250,0-1,-1,227,306
7.339857351920785,-9.069385332814907,50-99,50-100,0-1,59,79,64
1.5797363577438737,2.4143906005217435,20-49,250-500,,21,284,36
8.090436508351381,-10.792810332473664,20-49,50-100,0-1,2,67,21
-0.12594670553845658,-3.3826948975759366,20-49,250-500,0-1,39,271,26
1.5378328702343138,10.907092041109905,20-49,0-50,,-1,1,21
6.791812805795113,-10.505121800758676,50-99,50-100,0-1,2,94,68
2.7979112449796086,-8.120239548074384,20-49,50-100,,-1,87,28
-7.856578113518483,-13.998844986971282,500-999,100-250,,5,236,901
7.500852506164007,-11.195433318977733,20-49,100-250,0-1,2,118,29
3.9362403306812577,-1.5010742816881528,50-99,250-500,,23,300,92
0.3155195000858549,11.153149000763854,20-49,0-50,0-1,45,2,30
1.3635842751465774,9.530253534633358,20-49,0-50,0-1,10,2,32
-10.960061556396747,-5.5464187777333995,20-49,50-100,0-1,4,71,30
2.62340670564568,9.14917171355303,20-49,0-50,0-1,10,1,22
0.5222660779995241,5.3343193939191424,50-99,0-50,0-1,35,1,58
-1.4682826226246752,13.147695172951614,500-999,0-50,,0,1,624
-4.23012101943746,16.08602520567416,50-99,,,0,0,56
9.314042297872223,-7.979464903013714,1000-5999,250-500,2-3,44,277,1339
0.20214435509962483,10.276030932904169,100-299,0-50,2-3,10,2,201
-0.8642732214070696,12.659839573365378,500-999,0-50,5-10,40,20,608
-1.4387620728078123,13.310675530460536,100-299,,5-10,0,0,246
-2.6947913003778328,7.760763844665981,20-49,0-50,,19,21,30
2.2941895448618275,-10.245667730258734,20-49,100-250,0-1,48,164,30
1.8792357743032186,-4.270148048739221,20-49,100-250,0-1,24,143,29
12.834427633230673,-1.0911222207784328,300-399,100-250,0-1,12,164,313
1.87265581919253,14.969053721690527,500-999,,1-2,28,0,865
-13.45913307501933,-5.358981618252784,50-99,50-100,0-1,4,57,86
-6.334776471438769,-6.20736416500091,20-49,50-100,,3,61,40
-2.215181787086839,2.339863887607894,1000-5999,250-500,0-1,-1,290,1503
3.635050670244741,-12.220573056242134,20-49,100-250,0-1,2,115,22
-3.613622792422551,7.02542967763412,20-49,0-50,0-1,19,28,40
4.409515583714663,8.984290453397278,20-49,0-50,0-1,43,2,45
6.279192653709088,-11.183712212891718,50-99,0-50,0-1,2,44,65
5.72106755162517,13.3993311376568,1000-5999,250-500,5-10,-1,445,4442
-5.793768985498667,-7.551279043251055,50-99,50-100,0-1,-1,70,52
-11.207928469416842,-3.960945828408533,20-49,50-100,0-1,4,83,26
-5.054012510304339,-4.010916530931179,20-49,0-50,,-1,35,48
-2.8536020282139822,-6.30023090479226,20-49,50-100,0-1,27,57,23
5.095368665096238,-9.23696668850277,,50-100,0-1,31,59,2
7.5525043170220965,-15.173680927316685,20-49,100-250,0-1,-1,124,23
5.496665937996801,-12.30666851430547,20-49,50-100,0-1,2,63,30
7.115658266948946,3.959541440992981,300-399,250-500,1-2,7,399,315
7.185953561045746,4.0406775436662405,300-399,250-500,1-2,7,399,315
1.8553823727887577,-1.2000645315508047,50-99,50-100,,-1,94,64
8.106159477469474,3.8594088611937196,300-399,500-1000,1-2,7,561,305
3.258639906898138,-4.812383001774846,20-49,100-250,,54,240,49
-2.011307131331289,-5.653595771455569,20-49,100-250,0-1,27,137,25
5.1034213460121896,-4.099708513637945,20-49,100-250,0-1,-1,211,21
-2.7681456554080808,7.696130930231249,100-299,0-50,,19,31,114
4.944975216616933,-1.70081513199071,100-299,100-250,0-1,41,231,124
4.945020896459846,-1.7300638663422492,100-299,100-250,0-1,41,231,124
8.410878412471035,-8.34813274131976,300-399,100-250,2-3,-1,209,321
-13.075407286722868,-7.133044794017996,100-299,100-250,,4,133,144
2.047786526816702,-14.209689246582776,20-49,50-100,0-1,37,90,38
4.742507510885341,-0.758555095289482,20-49,100-250,0-1,-1,207,30
8.020018189450049,2.930911272804822,400-499,500-1000,0-1,7,540,497
6.632931211633021,-2.6454118886198756,20-49,100-250,,-1,218,27
3.894856801502293,-6.66514945903156,,100-250,0-1,-1,132,20
-5.705039645537685,-4.038046381316111,50-99,50-100,,-1,97,90
-10.92807755418995,-4.74042131441495,20-49,100-250,0-1,4,101,37
7.935575195666946,2.6787029976928154,300-399,250-500,1-2,7,397,323
-5.248826899778138,-1.3285985032790726,100-299,0-50,4-5,22,22,184
4.7545244919181515,-2.6563596931411655,100-299,100-250,0-1,23,228,103
1.5359932022942333,-9.120596609641565,20-49,100-250,0-1,-1,109,23
-13.661235153909232,4.628656579153241,100-299,50-100,0-1,8,95,103
8.352829894839235,-12.002499109810262,20-49,50-100,0-1,62,78,48
-1.9823624243005449,-2.0269102040017635,20-49,0-50,0-1,50,44,25
-7.171521539115113,2.190195862695393,500-999,1000-5000,50-110,61,4491,635
-3.3021078190151525,7.231196726429029,50-99,0-50,0-1,19,25,90
1.4614913531450913,-1.0492138963444182,20-49,50-100,,-1,90,25
2.1133598236344273,8.743539807868983,100-299,0-50,0-1,10,1,111
3.303282622489478,-13.273782958049804,50-99,50-100,0-1,2,69,62
-14.140220182600356,-7.278282273905643,20-49,100-250,,4,152,22
-5.828138653204925,-11.050200879512087,20-49,50-100,0-1,55,71,24
0.47892346265378516,-7.248331284676412,20-49,100-250,0-1,24,147,28
-3.88195309761148,16.792042791649667,500-999,,0-1,-1,0,725
1.7217137800545583,-1.644752952610948,20-49,250-500,,-1,320,30
0.06821307507208325,-6.766023473317591,50-99,100-250,0-1,24,102,73
-13.087812840502368,-3.849080549190725,20-49,50-100,0-1,4,79,23
4.373201508538382,-12.236912601866722,20-49,100-250,0-1,2,114,22
-14.129985337033334,-5.827567106682614,20-49,100-250,0-1,4,128,31
-1.066798720034731,-7.965306086415781,20-49,50-100,0-1,24,99,23
1.676307480899751,-3.6771168640814125,20-49,100-250,0-1,24,117,43
1.7268343387913927,-3.79522538943599,20-49,100-250,0-1,24,117,43
2.992485627209885,10.600425354601699,20-49,0-50,,10,1,35
8.68088169338,-8.573046688330773,300-399,100-250,0-1,-1,155,337
12.108754675614874,1.6984161000183167,1000-5999,50-100,3-4,12,54,1497
-1.0946244734888873,0.8733468989499843,20-49,100-250,0-1,47,114,24
-6.08318580739223,-5.791319455587284,20-49,50-100,0-1,3,52,28
1.242443962117887,15.353496978428952,500-999,,1-2,28,0,520
0.47024473544428125,-9.150220926928345,20-49,100-250,0-1,-1,144,26
1.70351200032033,-13.974451030168838,20-49,100-250,0-1,37,133,24
1.6099411176246048,8.632115983168482,50-99,0-50,,10,2,68
1.244738001586196,2.080879532873528,20-49,100-250,0-1,21,185,21
-0.662301199065312,1.615974478190444,50-99,100-250,0-1,47,219,80
-11.264883368952864,-3.054084306128371,20-49,50-100,0-1,4,78,26
-12.43409624722762,-6.12087714784045,20-49,50-100,0-1,4,96,25
8.332650153412112,-6.964560982634133,300-399,100-250,0-1,-1,203,394
10.259092427728822,-8.460415494580605,300-399,250-500,,32,253,338
12.46395753534905,0.2761837583309689,50-99,50-100,1-2,12,74,62
-3.3795231278834814,2.126597046518772,20-49,50-100,0-1,-1,71,24
8.328334013466353,1.1889771907762152,300-399,500-1000,0-1,38,550,312
8.291341915795398,1.1513189831621462,300-399,500-1000,0-1,38,530,312
-9.24014783894175,-8.042415116740855,50-99,100-250,0-1,33,148,90
7.236811638456848,-10.691070882000314,20-49,100-250,0-1,2,117,38
9.198128156565701,-11.008583494345594,100-299,100-250,0-1,-1,118,188
4.654280151950903,8.89515640670005,100-299,0-50,2-3,43,9,208
-11.895844715211267,-1.528836110987698,300-399,100-250,0-1,-1,116,318
3.2389052393307933,5.629772310256311,50-99,0-50,,-1,2,54
2.060565456285384,1.8714823295767145,20-49,100-250,,11,222,44
6.8385766445080085,-8.379852613796409,50-99,50-100,,59,99,59
-10.082276457267957,5.295716096513171,300-399,,0-1,29,0,350
-10.175270573911376,4.796909336656369,20-49,0-50,0-1,29,1,29
-4.069504591190752,1.5288860162214155,400-499,50-100,0-1,26,90,472
7.751567986232358,2.969801937853493,300-399,250-500,1-2,7,391,304
1.1547893724985305,5.814072197872341,500-999,0-50,0-1,35,3,971
1.8282052390551085,-3.5553370445325703,20-49,100-250,,-1,165,22
1.919210141683718,-3.510147337838987,20-49,100-250,,-1,165,22
5.566085568311204,-15.291976479575927,50-99,50-100,,2,90,76
0.9861960808560641,-6.545624386951126,20-49,100-250,,24,197,25
5.092394313114694,-9.338810207668958,20-49,0-50,0-1,31,45,21
-0.787067674802371,3.827942744009036,20-49,250-500,0-1,49,298,22
5.361176477434128,-10.465821814083354,20-49,50-100,0-1,2,92,38
2.669125545047916,10.169833161005421,20-49,0-50,,10,1,24
12.000786959950668,3.2789725545042745,1000-5999,250-500,2-3,36,361,1333
0.37020240482611455,-1.6462707227437607,20-49,100-250,,-1,219,23
7.380262461054723,2.740121648173099,500-999,500-1000,,7,561,974
-4.22189456996405,13.881995603679325,20-49,,0-1,0,0,32
3.5798806070139846,-0.9260831967187637,20-49,100-250,0-1,23,228,26
2.8304338000294567,6.699476888983941,50-99,0-50,1-2,20,3,70
0.6996258466674964,-7.885536450687578,20-49,100-250,0-1,24,109,33
0.947195106220347,-5.9054601154627315,50-99,50-100,0-1,24,93,98
2.090160575555728,-6.032827079174389,20-49,100-250,0-1,24,189,34
4.848158943565203,-1.4871582122831415,100-299,100-250,0-1,41,174,121
-2.3567524459169453,3.3847953750268998,20-49,0-50,0-1,-1,3,48
6.308768135587083,-12.572210678673624,20-49,100-250,0-1,2,124,22
-5.81327809285762,-9.38359076904126,20-49,250-500,0-1,6,260,26
-8.637262426625938,-4.965142499895939,20-49,50-100,0-1,34,99,38
-6.940580950254535,6.9776092010512425,,250-500,0-1,14,311,20
1.2395511964468842,-6.493158185545051,20-49,100-250,0-1,24,192,22
13.504524611363392,0.6117697776791211,100-299,100-250,0-1,12,103,169
-8.62621715942532,-10.489973497248318,,100-250,0-1,6,109,20
-12.327855797724117,-5.959188368399878,20-49,100-250,0-1,4,122,22
10.503668332429884,-9.420083817616547,300-399,100-250,0-1,-1,249,324
-2.560932419926687,8.258639452144998,20-49,0-50,0-1,19,19,23
3.1251054050659572,-4.5214346495119235,20-49,100-250,0-1,54,184,31
2.5704952856960923,9.724087979149514,20-49,0-50,0-1,10,1,24
-13.443924074698655,4.154387289866469,20-49,250-500,,8,315,25
7.252307201889782,0.4596072227936367,300-399,250-500,0-1,38,412,324
-4.404971928845846,1.0216854010591834,20-49,0-50,,26,3,28
-3.375731249341928,-7.1264925991868235,20-49,100-250,0-1,-1,109,28
7.6261238901596355,3.762168597598289,400-499,250-500,0-1,7,425,403
5.981410086923349,-14.224970749002088,20-49,100-250,,2,123,36
4.034567634305256,-3.4891381775353674,20-49,100-250,0-1,23,220,24
4.297976283659196,8.505943886860198,20-49,0-50,1-2,43,1,42
-3.4471355638753147,7.503685829501737,400-499,0-50,2-3,19,47,425
-8.576345856070088,-4.4513078974556874,20-49,0-50,,-1,28,28
3.641158575666633,-0.4572885372533562,20-49,250-500,,23,299,31
-5.272380218819003,-1.483971117509321,100-299,0-50,0-1,22,7,132
-11.481336330315582,-4.2627464420088605,20-49,100-250,0-1,4,114,32
-8.224202824564584,-11.373947075878593,20-49,50-100,,6,82,22
5.01543717580318,-8.732422909515961,20-49,0-50,,31,13,46
3.1304420994400357,-1.0808618452394219,20-49,100-250,0-1,23,232,30
0.7108389795441449,-1.8786019214317404,20-49,50-100,0-1,-1,56,25
1.030344070583039,7.33689602449822,500-999,0-50,0-1,-1,1,702
-8.188212193899162,-1.5751165284226614,100-299,50-100,5-10,18,86,246
-13.073926579916394,-6.881787273274692,20-49,100-250,,4,112,29
-9.199002841341896,-8.037659238179467,100-299,0-50,0-1,33,37,131
-11.735347001420061,-3.568510364940113,50-99,50-100,,4,90,54
4.85800228051893,-14.10008372591486,20-49,100-250,0-1,2,111,24
1.7637871173051105,-10.370739541136363,20-49,50-100,0-1,48,80,28
-7.71485225572776,-10.802447453552544,50-99,100-250,0-1,6,108,62
-10.73073147333522,-3.9146697380496147,20-49,50-100,0-1,4,76,30
2.787710254701403,6.780578679967652,20-49,0-50,,20,1,48
1.2395162909100677,-2.6155260779913094,100-299,100-250,1-2,-1,165,112
7.9357513158239685,6.960891478044362,1000-5999,500-1000,3-4,1,512,3075
-7.9970489579448065,-2.838520066365746,50-99,0-50,0-1,18,30,82
-3.4938800481397028,14.810380984376172,20-49,,0-1,0,0,28
3.8910547275868095,-3.3602988925898916,20-49,100-250,0-1,23,165,25
5.855267682402438,2.3381464339080362,300-399,250-500,1-2,7,442,318
-3.9105035105560653,15.024924763630814,,,0-1,0,0,20
1.847108634661041,-4.6210593938535816,20-49,50-100,0-1,24,62,32
-10.33038841566242,4.763163410563199,20-49,,0-1,29,0,49
6.280763262952583,-10.993765786312764,20-49,50-100,0-1,2,95,27
7.695334683562125,5.734938042689549,1000-5999,500-1000,1-2,-1,507,1385
-0.04663728100620239,-0.012692212033705888,20-49,0-50,0-1,-1,12,31
-0.24450241719392685,7.46576371854151,20-49,0-50,0-1,10,3,35
-12.268196462607735,-7.77712072090127,,50-100,,4,95,20
1.7808725471137152,7.949154726856611,50-99,0-50,,10,1,78
6.780315175169888,-14.659734324178112,20-49,100-250,,2,119,21
-5.719170252609504,-1.1734309939320953,20-49,0-50,0-1,22,1,45
-11.488872913190141,-7.950024955997615,20-49,50-100,,4,98,24
11.20362658776536,-5.709549568383124,20-49,50-100,0-1,56,70,29
-2.829645965233529,11.242499249772559,20-49,250-500,20-50,-1,425,27
-2.754725523221497,0.9622523479811637,,,,-1,0,2
-2.4112829720467053,0.9319860939593156,20-49,0-50,0-1,-1,49,33
-1.5313059975319427,6.390333677815968,20-49,50-100,0-1,-1,84,38
-9.766819745686762,5.650658816634298,300-399,,0-1,29,0,314
-9.930313659294079,5.686872647972511,100-299,,0-1,29,0,265
-1.9474888285212557,0.07748304307960717,100-299,0-50,0-1,-1,1,265
12.486225254159939,-4.6242854256174395,20-49,50-100,,56,83,37
12.608515094853091,-4.507869366443487,20-49,0-50,,56,30,38
12.51320715941621,-4.358531045182446,20-49,50-100,0-1,56,93,22
10.492150911207196,-5.285718282566302,20-49,50-100,0-1,56,74,36
12.43588880994798,-4.435745324332562,20-49,50-100,0-1,56,88,23
11.261376472927083,-5.031200183561167,20-49,50-100,0-1,56,98,30
12.479839594535429,-4.382504275689478,20-49,100-250,0-1,56,131,23
11.175193232985729,-5.664394524707511,20-49,50-100,0-1,56,59,25
6.877010002024719,9.536167647036697,300-399,0-50,1-2,57,17,355
6.584433242033341,9.336067412551403,50-99,0-50,,57,2,82
13.162693135622334,-4.859842041023621,500-999,100-250,0-1,-1,126,613
7.20399324128547,10.045109316970064,20-49,,,57,0,22
12.5693810419052,-4.937242736337514,20-49,100-250,0-1,56,138,36
11.864002672141863,-4.822522843774121,20-49,100-250,0-1,56,188,22
11.12807235913351,-5.145549125947971,100-299,0-50,0-1,56,15,132
6.876619994279819,9.628805995516373,,0-50,1-2,57,3,4
11.04213983060319,-5.1023457581668605,50-99,0-50,,56,9,64
10.928474749365119,-5.176751745484686,50-99,0-50,2-3,56,3,86
11.571608612424342,-4.79697089823735,300-399,50-100,1-2,56,87,353
11.90698136046949,-4.737580025626302,20-49,100-250,,56,144,33
11.00842088602933,-4.492164137387098,20-49,50-100,0-1,56,76,27
12.329564480776856,-4.760371665283156,,100-250,0-1,56,115,20
11.168666086459655,-4.987153473504026,300-399,250-500,0-1,56,321,338
7.227544337853551,9.997584092435568,1000-5999,,3-4,57,0,1776
5.619654538472177,13.672362429071182,6000+,250-500,50-110,-1,283,45516
-3.67860377994034,7.230462029152762,50-99,50-100,,19,58,68
7.022144050298693,-4.005785049308983,20-49,0-50,,-1,31,41
-3.337195615818447,-1.1968823373291273,50-99,0-50,0-1,42,1,69
-3.5985908975241774,-4.383979793262911,,100-250,0-1,-1,164,20
2.184982873958678,9.574409318837182,100-299,0-50,0-1,10,1,184
-13.573241479520739,-2.814097149166114,20-49,50-100,0-1,4,68,25
-8.825901891045675,-3.7784628209003124,20-49,100-250,0-1,-1,153,24
-13.74289177679736,-4.52913574700633,20-49,100-250,0-1,4,118,29
-10.792362294797794,-7.326392657617911,50-99,50-100,0-1,-1,99,53
-7.382692424961592,-13.390752812569275,300-399,100-250,0-1,5,195,317
6.396069153300398,-6.2791146303052665,50-99,,,-1,0,65
1.7100886806315463,-6.355788515124826,,100-250,0-1,24,234,20
7.087318881251334,-11.825916678520791,20-49,50-100,0-1,2,78,24
1.7737964923017902,-6.727166438979692,,100-250,0-1,24,204,20
13.883349768011811,2.6520021334699937,100-299,100-250,,12,150,251
-7.664213862946414,-4.56321199971849,20-49,50-100,0-1,65,95,22
8.00980765787883,2.8750047625926385,300-399,500-1000,0-1,7,502,329
-2.6717741042066367,2.615887052165802,20-49,50-100,0-1,-1,55,34
14.301662067774323,1.7443205256711556,20-49,100-250,,12,156,23
-7.809185710651624,-4.8878590729034705,20-49,50-100,0-1,34,65,24
9.69461412073314,-8.777031629467048,300-399,250-500,0-1,32,280,371
3.3552329516919914,-8.213101808564206,50-99,0-50,0-1,-1,42,78
5.473635580203485,1.34333066144855,100-299,250-500,0-1,7,285,274
2.232552297219746,-0.004183101025604117,50-99,0-50,0-1,-1,22,58
3.960422536306379,-1.3989078891821287,20-49,250-500,,23,295,30
-13.915854881141055,-7.002637314404391,50-99,50-100,,4,89,69
1.8268286404466128,8.994689747015052,50-99,0-50,,10,1,79
-5.622046193658621,4.65532811666243,20-49,100-250,,30,170,28
6.056092640110145,-2.646736130299937,20-49,100-250,0-1,-1,147,21
7.356736558721001,-9.466828900851379,20-49,50-100,0-1,2,56,47
6.742970554375764,-9.210652441213897,20-49,50-100,0-1,59,69,28
8.388886690253983,-9.800554352747614,20-49,100-250,,2,114,27
-4.874278077754076,14.001984358456527,20-49,,,0,0,23
4.172262531794965,-6.994841990815153,50-99,0-50,0-1,-1,49,100
4.4623680541964035,14.433390477586592,1000-5999,,2-3,17,0,2414
7.633838506096453,0.6379239939421584,300-399,250-500,0-1,38,426,313
-6.146087086418711,-4.077412656133793,,100-250,0-1,-1,140,20
-1.8611164881826112,13.243958575424447,100-299,,0-1,0,0,174
-7.293103726477784,-5.3735175498624885,,100-250,0-1,34,108,20
-6.522889663908985,6.688658483992277,20-49,100-250,0-1,14,206,26
6.310513683032187,10.721426191743598,20-49,,,-1,0,47
-7.142461383025427,-8.38369617717439,500-999,50-100,0-1,-1,90,725
3.1355978547598236,-2.562170318750029,20-49,100-250,0-1,23,166,31
-3.506961513660148,-1.7071884694680717,100-299,50-100,0-1,-1,52,233
-7.369964705393336,-13.414792016515644,300-399,100-250,0-1,5,245,326
-2.3089665676758395,7.763731290245378,20-49,0-50,0-1,19,17,31
5.291189454089023,-12.621601373793872,20-49,50-100,0-1,2,67,32
5.428398793876125,-12.962215772341787,50-99,100-250,0-1,2,105,78
6.153331481270917,-12.215380969736175,,0-50,0-1,2,46,2
-1.1995434183347773,-1.3361686504991837,20-49,0-50,,-1,36,30
-13.065899457967337,-3.883856387104012,,50-100,0-1,4,96,20
5.767259126383726,-14.809246700850206,20-49,100-250,,2,146,23
6.975231137099091,-11.893701016368365,20-49,100-250,0-1,2,103,34
-2.581811625017801,-3.1905885744474456,,100-250,,-1,135,20
3.9074188097250686,-3.1377462067602315,20-49,250-500,0-1,23,334,34
-9.175127250408169,-11.488575202600039,,50-100,1-2,6,96,20
-2.3558573141804153,14.163262715043015,400-499,,2-3,0,0,401
-2.352444488412412,14.131273939094255,400-499,,2-3,0,0,401
-10.841981499879855,-3.663542474528415,20-49,50-100,0-1,4,72,27
13.041928345662555,3.160197649444208,500-999,250-500,0-1,63,320,842
-9.075812186761052,-10.576456932365025,20-49,100-250,,6,106,21
-3.352450872883065,5.252766144684684,50-99,50-100,,-1,62,78
8.01165240758805,3.0004758662389466,300-399,250-500,0-1,7,422,323
-4.91729653354939,-9.1351654748762,20-49,0-50,0-1,64,37,24
-0.15513172544237852,-13.240566752744737,20-49,100-250,0-1,53,101,22
8.938748823564527,-7.407184296167053,300-399,100-250,1-2,44,242,320
-13.06890167517332,-7.635099432049169,20-49,100-250,,4,130,29
4.195504308779382,-4.954655593918625,20-49,100-250,0-1,-1,185,34
6.69940267993559,-11.719944534447665,20-49,50-100,0-1,2,99,26
7.325849447734999,-12.082169697958197,20-49,100-250,0-1,2,131,21
1.6761001902054882,-9.43115832423965,20-49,50-100,0-1,-1,82,23
14.205147373381324,1.2630162059677978,20-49,100-250,,12,164,47
4.629547052591669,7.967696046604803,20-49,0-50,0-1,43,3,27
6.372804145876889,0.7870489114019575,1000-5999,100-250,10-20,-1,199,5358
2.1535275091494968,-11.011032883339874,20-49,100-250,,48,134,22
4.075184994532,-3.243128048452425,20-49,100-250,0-1,23,196,32
